Age,Workclass,Education,Marital_Status,Occupation,FamilyStatus,Race,Sex,Native_Country,Salary
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
66,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
41,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
26,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
47,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
55,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
17,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,Mexico,<=50K
30,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
49,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,Haiti,<=50K
45,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United-States,<=50K
26,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
33,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
22,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,United-States,<=50K
43,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
56,Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,Iran,<=50K
31,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
26,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
46,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
38,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
65,Private,11th,Widowed,Other-service,Unmarried,Other,Male,United-States,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
26,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,Portugal,<=50K
36,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
62,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
43,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
22,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
22,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
57,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
39,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
26,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,United-States,<=50K
17,Private,11th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
44,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,<=50K
20,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,<=50K
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
46,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
54,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
46,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,United-States,<=50K
25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
46,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,United-States,<=50K
36,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Wife,White,Female,United-States,<=50K
23,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
29,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
19,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K
27,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
46,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,United-States,<=50K
34,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
45,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,Female,United-States,<=50K
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
52,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
28,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
50,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K
34,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,United-States,<=50K
28,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,Puerto-Rico,<=50K
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
41,Local-gov,Some-college,Divorced,Other-service,Not-in-family,Black,Female,United-States,<=50K
24,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,United-States,<=50K
33,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
46,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
31,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
35,Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,>50K
52,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Mexico,<=50K
30,Private,11th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
34,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,United-States,<=50K
34,State-gov,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,United-States,<=50K
20,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
32,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
29,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
33,Private,10th,Never-married,Craft-repair,Unmarried,White,Female,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
36,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,Dominican-Republic,<=50K
63,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
40,Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
30,Private,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K
27,Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,Philippines,<=50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
34,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,Black,Male,United-States,<=50K
34,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,United-States,<=50K
23,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
42,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
45,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
24,Federal-gov,HS-grad,Never-married,Armed-Forces,Own-child,White,Male,United-States,<=50K
44,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
27,Private,9th,Never-married,Craft-repair,Other-relative,White,Male,Mexico,<=50K
20,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
44,Private,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,United-States,<=50K
20,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,United-States,<=50K
45,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States,>50K
40,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
23,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
44,Private,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,United-States,<=50K
54,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
50,Private,1st-4th,Married-spouse-absent,Craft-repair,Unmarried,White,Male,United-States,<=50K
24,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
52,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
30,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,United-States,>50K
60,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,United-States,>50K
35,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
30,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
67,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
46,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,United-States,<=50K
17,Private,9th,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
27,Private,10th,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
33,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,Portugal,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
28,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
41,Private,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,White,Female,United-States,<=50K
25,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,United-States,<=50K
59,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
45,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
46,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
35,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
34,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
33,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
41,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
20,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
23,Private,5th-6th,Never-married,Other-service,Own-child,White,Male,El-Salvador,<=50K
26,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
23,Local-gov,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,Poland,<=50K
62,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
52,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
58,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,France,<=50K
25,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,<=50K
19,Private,Some-college,Never-married,Protective-serv,Own-child,White,Male,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
47,Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
49,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,United-States,<=50K
32,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
28,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
24,Local-gov,Some-college,Divorced,Handlers-cleaners,Not-in-family,Black,Male,United-States,<=50K
37,Local-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
44,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,United-States,>50K
28,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
74,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
